nombre|descripcion|numero_de_registro|denominacion|fecha_de_constitucion|codigo_territorio_historico|nombre_territorio_historico|codigo_municipio|nombre_municipio|codigo_postal|domicilio|pagina_web|coordenadas_(longitud)|coordenadas_(latitud)|fines|codigo_de_actividad|url_amigable|url_fisica|xml_datos|xml_metadatos|zip
ELHUYAR FUNDAZIOA|ELHUYAR FUNDAZIOA|F-134|ELHUYAR FUNDAZIOA|12/07/2002|20.0|Gipuzkoa|73.0|Usurbil|20170.0|POLIGONO ASTEASUAIN 14|www.elhuyar.com|-2.0230544|43.27578|Artículo 6.- "...efectuar y promover actividades de divulgación, promoción, investigación, desarrollo y renovación en el área de la ciencia y la tecnología, así como realizar e impulsar funciones de asesoramiento, divulgación, investigación, desarrollo e innovación en el proceso de desarrollo pleno del euskara -tanto en los ámbitos de normalización como estandarización-, en un contexto de una sociedad vasca plurilingüe.La Fundación podrá desarrollar las siguientes actividades dirigidas a la consecución de sus objetivos: 1.- Divulgar la investigación científica y el desarrollo tecnológico de Euskal Herria, tanto en la propia Euskal Herria como en el mundo. 2.- Promocionar las relaciones entre el sistema educativo y la Ciencia y la Tecnología a través de publicaciones, jornadas, encuentros, seminarios, etc. 3.- Impulsar la capacitación en el ámbito de la comunicación científica y tecnológica. 4.- Fomentar, promover y colaborar en la integración de la ciencia y la tecnología en la socieda|Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f134/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f134/es_def/data/es_r01dpd1331fb423311a542f55aa6532d5ee48ddff|http://opendata.euskadi.eus/contenidos/fundacion/f134/r01Index/f134-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f134/opendata/f134.zip
FUNDACIÓN GAZTEMPRESA-GAZTENPRESA FUNDAZIOA|FUNDACIÓN GAZTEMPRESA-GAZTENPRESA FUNDAZIOA|F-127|FUNDACIÓN GAZTEMPRESA-GAZTENPRESA FUNDAZIOA|16/09/2002|20.0|Gipuzkoa|55.0|Arrasate/Mondragón|20500.0|PASEO JOSE MARIA ARIZMENDIARRIETA S/N|www.gaztempresa.com|-2.4995422|43.057087||0.0||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f127/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f127/es_def/data/es_r01dpd1331fab7ddf1a542f55d7c6bf41b9b0fea6|http://opendata.euskadi.eus/contenidos/fundacion/f127/r01Index/f127-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f127/opendata/f127.zip
FUNDACIÓN MIRADA SOLIDARIA-BEGIRADA LAGUNKIDEA FUNDAZIOA|FUNDACIÓN MIRADA SOLIDARIA-BEGIRADA LAGUNKIDEA FUNDAZIOA|F-139|FUNDACIÓN MIRADA SOLIDARIA-BEGIRADA LAGUNKIDEA FUNDAZIOA|13/09/2002|48.0|Bizkaia|20.0|Bilbao|48006.0|VIRGEN DE BEGOÑA 34|www.miradasolidaria.org|-2.9150555|43.25909|Artículo 5.- "...tiene por objeto contribuir por medio de la docencia la divulgación científica, la investigación, y la promoción y colaboración en proyectos de cooperación al desarrollo, a la prevención y al tratamiento de las enfermedades oculares, y de la ceguera en particular. La fundación tiene los siguientes objetivos generales: colaborar con las Universidades de nuestro entorno de forma permanente, y participar en todos aquellos foros en los que los miembrosde la Fundación puedan transmitir y compartir sus conocimientos de oftalmología. Asegurar un sistema de información abierto que asegure la difusión científica de los conocimientos adquiridos o desarrollados por la Fundación o por cualquiera de sus miembros en el campo de la oftalmología. Participar activamente en proyectos y/o programas que tengan por finalidad desarrollar productos y/o servicios para mejorar la calidad de la visión de personas y grupos de personas afectadas por enfermedades oculares, y de manera especial, po|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f139/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f139/es_def/data/es_r01dpd1331fb868a21a542f557f039166c1b11967|http://opendata.euskadi.eus/contenidos/fundacion/f139/r01Index/f139-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f139/opendata/f139.zip
FUNDACIÓN GOILAN|FUNDACIÓN GOILAN|F-141|FUNDACIÓN GOILAN|30/05/2002|20.0|Gipuzkoa|76.0|Ordizia|20240.0|Barrio La Granja, s/n Edif. nº 3||1.4E-45|1.4E-45|Artículo 7.- "Impulsar la proyección y desarrollo del cooperativismo en la sociedad vasca, y en particular la comarca del Goierri considerada con amplitud de miras, promoviendo de manera especial la Educación y Formación tecnológica, humana y social, junto al desarrollo de empresas y nuevos proyectos en la zona, así como todo tipo de actividades conexas, que generen una progresiva transformación socio-económica en consonancia con las necesidades y posibilidades de la comunidad en que está inmersa. Dentro de su amplia finalidad, la Fundación orientará y optimizará medios económicos y humanos para impulsarlos hacia la consecución de objetivos en los siguientes campos: 1.- Formación : Creación de los Centros de Formación Profesional y Universitaria necesarios para dar respuesta a las futuras necesidades en estos ámbitos, y sean focos generadores de conocimiento y pensamiento avanzado. Superación de los sistemas educativos en todos los niveles de enseñanza, adecuándolos a las necesidades c|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f141/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f141/es_def/data/es_r01dpd1331fbac7831a542f55194788088c3e8701|http://opendata.euskadi.eus/contenidos/fundacion/f141/r01Index/f141-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f141/opendata/f141.zip
FUNDACIÓN EKIALDE|FUNDACIÓN EKIALDE|F-124|FUNDACIÓN EKIALDE|21/05/2002|48.0|Bizkaia|20.0|Bilbao|48001.0|BARROETA ALDAMAR, 6-2º IZDA.||-2.9263735|43.2633|Artículo. 3. - "..la promoción de la Cooperación al desarrollo entendida en su más amplia acepción, con los países en vías de desarrollo de la Europa central y oriental, así como con aquellos del próximo y medio Oriente. Facilitar y fomentar el establecimiento de relaciones de colaboración y amistad entre entidades de estas zonas del mundo y otras similares del País Vasco, y del estado español, en los ámbitos humanitario, cultural, educativo y económico. Dentro de estos amplios objetivos, tendrá como actividades concentras más importantes e inmediatas las siguientes: otorgamiento de donativos o subvenciones periódicas a entidades sin ánimo de lucro y ONGS  de países englobados en las zonas descritas anteriormente que desarrollen labores humanitarias y de desarrollo socioeconómico de sus países. La realización de acuerdos de colaboración con entidades de dentro y fuera de la C.A.V. que persigan fines similares. (...).|Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f124/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f124/es_def/data/es_r01dpd1331fa8295a1a542f551b382ce7a5b684de|http://opendata.euskadi.eus/contenidos/fundacion/f124/r01Index/f124-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f124/opendata/f124.zip
FUNDACIÓN GEROS FUNDAZIOA|FUNDACIÓN GEROS FUNDAZIOA|F-158|FUNDACIÓN GEROS FUNDAZIOA|03/07/2002|48.0|Bizkaia|20.0|Bilbao|48009.0|GRAN VIA, 37-1º DCHA.||-2.9337556|43.262592|Artículo 4. "..tiene como objetivo: actividades dirigidas al bienestar y mejora asistencial de la población de la Comunidad Asutónoma del País Vasco mayor de sesenta y cinco años. Para la consecucuón de dicho objeto fundacional, la Fundación desarrollará sus actividades en el a´mbito de la Geriatría, Gerontología y Gerocultura."|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f158/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f158/es_def/data/es_r01dpd1331fc84fad1a542f552ffc1a5e96970376|http://opendata.euskadi.eus/contenidos/fundacion/f158/r01Index/f158-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f158/opendata/f158.zip
FUNDACIÓN EUSKARIA/EUSKARIA FUNDAZIOA|FUNDACIÓN EUSKARIA/EUSKARIA FUNDAZIOA|F-146|FUNDACIÓN EUSKARIA/EUSKARIA FUNDAZIOA|26/06/2002|48.0|Bizkaia|44.0|Getxo|48991.0|TELLETXE, Nº 5 LONJA 1||-3.0102882|43.352634|"..promocionar el desarrollo de Euskal-Herria y su viabilidad, como pueblo titular de derechos propios, en pleno siglo XXI, mediante la realización y financiación de investigaciones y proyectos. Promocionar y difundir los derechos individuales y colectivos que se prevén en las Declaraciones de Derechos Humanos y Universales y otros Tratados Internacionales. Organizar foros, reuniones y debates entorno a temas que afecten al desarrollo cultural, político y económico de Euskal-Herria. Financiar, apoyar y defender a quines han sufrido discriminación de algún tipo por haber defendido los derechos morales y materiales de Euskal-Herria y la idea de este pais como patria común de todos los vascos. Para el desarrollo de los anteriores objetivos, la Fundación podrá crear o participar en medios de comunicación, medios radioeléctricos, audiovisuales o informáticos o también en publicaciones escritas. Establecer canales de comunicación con las personas físicas y jurídicas vinculadas a la Diáspora |Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f146/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f146/es_def/data/es_r01dpd1331fbd90d51a542f5542594bdf8ca363a1|http://opendata.euskadi.eus/contenidos/fundacion/f146/r01Index/f146-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f146/opendata/f146.zip
FUNDACIÓN CENTRO VASCO DE TRANSFUSION Y TEJIDOS HUMANOS-GIPUZKOA|FUNDACIÓN CENTRO VASCO DE TRANSFUSION Y TEJIDOS HUMANOS-GIPUZKOA|F-137|FUNDACIÓN CENTRO VASCO DE TRANSFUSION Y TEJIDOS HUMANOS-GIPUZKOA|20/03/2002|20.0|Gipuzkoa|69.0|Donostia / San Sebastián|20018.0|AVDA. ZUATZU EDIFICIO EASO 4 BAJOS 4-7||-2.008597|43.297268|Artículo 3.-"El Centro Vasco de Transfusión y Tejidos Humanos de Gipuzkoa actuará en el ámbito de la promoción de la donación y abastecimiento de sangre y tejidos humanos a los centros sanitarios, dentro de los programas y directrices técnicas establecidas por el Centro Vasco de Transfusiones y Tejidos Humanos de Osakidetza/Servicio Vasco de Salud con el que colabora activamente.Específicamente, el Centro de Transfusión y Tejidos Humanos de Gipuzkoa perseguirá los siguientes fines: 1.- Promoción de la donación voluntaria. 2.- Programación y ejecución de todas las extracciones extrahospitalarias por medio de equipos móviles. 3.- Procesamiento de las unidades de sangre recogidas. 4.- Abastecimiento de sangre y derivados a todos los hospitales y centros sanitarios públicos o privados que lo demanden conforme a sus necesidades (...)."|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f137/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f137/es_def/data/es_r01dpd1331fb7286c1a542f5589e1ee99f5910a21|http://opendata.euskadi.eus/contenidos/fundacion/f137/r01Index/f137-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f137/opendata/f137.zip
FUNDACIÓN ATHLETIC CLUB/ATHLETIC CLUB FUNDAZIOA|FUNDACIÓN ATHLETIC CLUB/ATHLETIC CLUB FUNDAZIOA|F-131|FUNDACIÓN ATHLETIC CLUB/ATHLETIC CLUB FUNDAZIOA|26/02/2002|48.0|Bizkaia|20.0|Bilbao|48003.0|PALACIO IBAIGANE- ALAMEDA DE MAZARREDO, 23||-2.926011|43.260586||Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f131/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f131/es_def/data/es_r01dpd01331fb0a3d81a542f55dcbf3dae55e035d|http://opendata.euskadi.eus/contenidos/fundacion/f131/r01Index/f131-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f131/opendata/f131.zip
FUNDACIÓN INTEGRANDO|FUNDACIÓN INTEGRANDO|F-128|FUNDACIÓN INTEGRANDO|17/05/2002|48.0|Bizkaia|44.0|Getxo|48930.0|C/ LUIS LÓPEZ OSES, Nº 18 LONJA||-3.0062487|43.33054||Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f128/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f128/es_def/data/es_r01dpd1331fac46161a542f55d653c3fed222967a|http://opendata.euskadi.eus/contenidos/fundacion/f128/r01Index/f128-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f128/opendata/f128.zip
IDI EZKERRA FUNDAZIOA|IDI EZKERRA FUNDAZIOA|F-133|IDI EZKERRA FUNDAZIOA|16/05/2002|48.0|Bizkaia|20.0|Bilbao|48010.0|FERNANDEZ DEL CAMPO, 24 BAJO LONJA||-2.9346194|43.2588|"Idi Ezkerra Fundazioa se constituye como un espacio de libertad individual y colectiva para:A)Fomentar el estudio, conocimiento y debate de las ciencias económicas, políticas, históricas, culturales y sociales, de cara a la elaboración y difusión de propuestas fundamentadas en los valores democráticos de la libertad, igualdad y solidaridad, desde la perspectiva de la izquierda política.En este sentido se fomentará el análisis histórico del republicanismo español, mediante el estudio y la difusión de los aspectos políticos, sociales y culturales de los regímenes republicanos en España, tanto en la primera como en la segunda Republica, siempre desde una visión integradora y plural para impulsar sus valores democráticos.Además, y en esta línea, se trabajará par impulsar la denominada recuperación de la memoria histórica, fruto del largo período franquista: la guerra civil de 1936 y las generaciones de exiliados y sucesores del republicanismo democrático.B)Colaborar en el estudio e invest|Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f133/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f133/es_def/data/es_r01dpd1331fb299891a542f55a43ded27d232a181|http://opendata.euskadi.eus/contenidos/fundacion/f133/r01Index/f133-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f133/opendata/f133.zip
FUNDACIÓN DEUSTO-DEUSTO FUNDAZIOA|FUNDACIÓN DEUSTO-DEUSTO FUNDAZIOA|F-123|FUNDACIÓN DEUSTO-DEUSTO FUNDAZIOA|22/11/2001|48.0|Bizkaia|20.0|Bilbao|48007.0|AVDA. UNIVERSIDADES, 24. NOTIFICACIONES GESTORIA ZUBIA||-2.9375522|43.270737|Artículo 3.-" ...tiene como fines los siguientes: 1.- Poner al servicio de la sociedad el patrimonio científico de la Universidad de Deusto, sean resultados de investigación, docencia o cualquier otra actividad, con el fin de colaborar a la transformación estructural y cultural que demanda la sociedad del conocimiento, desde la preocupación ética y humanista que aparece en el Proyecto Universitario UD. 2.- Colaborar y complementar la actividad de la Universidad de Deusto mediante la aportación de los medios humanos, económicos o de cualquier otra índole que puedan servir a tal fin. Se pondrá especial dedicación a las actividades de investigación, docencia y avance tecnológico. 3.- Apoyar los proyectos de investigación que se consideren oportunos, promoviendo e invirtiendo en proyectos de investigación, estudio o divulgación. (...) .|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f123/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f123/es_def/data/es_r01dpd1331fa6dfe01a542f551892709267934b0f|http://opendata.euskadi.eus/contenidos/fundacion/f123/r01Index/f123-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f123/opendata/f123.zip
HEDA FUNDAZIOA|HEDA FUNDAZIOA|F-122|HEDA FUNDAZIOA|24/10/2001|20.0|Gipuzkoa|9.0|Andoain|20140.0|MARTIN UGALDE KULTUR PARKEA||-2.0147593|43.223583|Artícuo 6.- Heda Fundazioa se ha constituido para el impulso y fomento del euskera, la cultura vasca y la comunicación en euskera. Así, la Fundación pretende impulsar, apoyar, compartir y aunar todo proyecto, programa, empresa o iniciativa que garantice la normalización y desarrollo tanto del euskera como de la cultura vasca. Conscientes de la necesidad de que la normalización lingüística abarque todas las funciones sociales, los fundadores prestarán especial atención al desarrollo del euskera en los medios de comunicación, al ser estos los pilares fundamentales de la expansión y socialización de la lengua y la cultura.|Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f122/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f122/es_def/data/es_r01dpd1331fa5d8c81a542f558ac13dcbecd4dd01|http://opendata.euskadi.eus/contenidos/fundacion/f122/r01Index/f122-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f122/opendata/f122.zip
FUNDACIÓN BETI GIZARTEAN|FUNDACIÓN BETI GIZARTEAN|F-125|FUNDACIÓN BETI GIZARTEAN|12/02/2002|1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1010.0|SENDA VALENTÍN DE FORONDA, 8 - 9º D||-2.70021|42.85495|Artículo 3. - "Promover iniciativas y estructuras que favorezcan la integración de la mujer en desventaja social al mundo laboral. Participando en la creación de empresas que entre sus objetivos incluyan la incorporación de las mujeres en desventaja social a sus plantillas. Apoyando la viabilidad de dichas empresas mediante asesoramiento en su creación, financiación a medida, cesión de locales, abono del coste laboral derivado de la contratación de mujeres en desventaja social, etc. Favoreciendo la creación y consolidación de empresas de inserción para mujeres en desventaja social, a través de todo medio que permita hacer su proyecto socio-empresarial más viable. Representando a este tipo de ntidades ante cualquier organismo público o privado.Impulsar iniciativas de apoyo y desarrollo personal a mujeres en desventaja social, tales como subvencionar su contratación por cualquier tipo de entidad, organizar cursos de formación para mejorar su inserción en el mercado laboral, orientación l|Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f125/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f125/es_def/data/es_r01dpd1331fa9161f1a542f558ea0280c0843b628|http://opendata.euskadi.eus/contenidos/fundacion/f125/r01Index/f125-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f125/opendata/f125.zip
FUNDACIÓN BIZITZEN-BIZITZEN FUNDAZIOA|FUNDACIÓN BIZITZEN-BIZITZEN FUNDAZIOA|F-121|FUNDACIÓN BIZITZEN-BIZITZEN FUNDAZIOA|19/12/2001|48.0|Bizkaia|27.0|Durango|48200.0|MURUETA TORRE, Nº 8 BAJO E-F||-2.6299026|43.173077|- Desarrollar acciones en el ámbito de los servicios de proximidad comunitarios con el fin de fomentar el empleo en personas, prioritariamente mujeres en situación de dificil incorporación social-laboral y mejorar la calidad de vida de las personas usuarias de estos servicios.- promover la creación de empresas de inserción, preferentemente de economia social o solidaria, en las que participen personas, prioritariamente mujeres, en riesgo de exclusión.- Promover investigaciones tendentes a mejorar las prácticas profesionales y la calidad de los servicios en las personas mayores, personas en situación de dependencia y sus familiares.-Realizar estudios de mercado, para entidad publicas y/o privadas que faciliten la creacion de empreas cuyo objetivo se la incorporación social-laboral de las personas mencionadas en el apartado primero.- Impartir formación continua y ocupacional relacionada con los servicios de proximidad comunitarios y el envejecimiento.- Promover campañas de sensibilizació|Otras||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f121/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f121/es_def/data/es_r01dpd1331fa2c3081a542f558cbe739b00f7112a|http://opendata.euskadi.eus/contenidos/fundacion/f121/r01Index/f121-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f121/opendata/f121.zip
FUNDACIÓN EUSKALTEL|FUNDACIÓN EUSKALTEL|F-87|FUNDACIÓN EUSKALTEL|20/12/1999|48.0|Bizkaia|901.0|Derio|48160.0|PARQUE TECNOLÓGICO-TEKNOLOGI ELKARTEGIA, EDIFICIO 809|www.euskaltel.es|1.4E-45|1.4E-45|Artículo.- 4º .- "1.- (...) la de promover actividades de investigación, estudio y desarrollo tecnológico, el desarrollo de las posibilidades mas amplias de acceso de todos los ciudadanos a la sociedad global de la comunicación y la información y la contribución al progreso y expansión de formación cultural de la misma, preferentemente en los campos de las telecomunicaciones y audiovisual."|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f87/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f87/es_def/data/es_r01dpd1332091f4dd1a542f55ec564b9dd59a9f33|http://opendata.euskadi.eus/contenidos/fundacion/f87/r01Index/f87-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f87/opendata/f87.zip
FUNDACION GOKAI|FUNDACION GOKAI|F-85|FUNDACION GOKAI|03/02/2000|1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1003.0|FUENTE DE LA SALUD, 10 BAJO||-2.6628969|42.84074|Artículo.- 8 .- "Promover y alcanzar la integración social y laboral de las personas con discapacidad y las personas desfavorecidas en general."|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f85/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f85/es_def/data/es_r01dpd133208f7bc71a542f559d93201c267bf60f|http://opendata.euskadi.eus/contenidos/fundacion/f85/r01Index/f85-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f85/opendata/f85.zip
MUNDUKIDE FUNDAZIOA.|MUNDUKIDE FUNDAZIOA.|F-83|MUNDUKIDE FUNDAZIOA.|10/09/1999|20.0|Gipuzkoa|13.0|Aretxabaleta|20500.0|BARRIO AOZARAZA 2||-2.492298|43.027233|IMPULSAR UN NIVEL DE DESARROLLO SOCIECONOMICO DIGNO PARA REGIONES O COMARCAS DEL TERCER MUNDO, ENTENDIENDO POR DESARROLLO DIGNO LA COBERTURA DE NECESIDADES MINIMAS COMO PUEDEN SER LAS DE ALIMENTAICION, SANIDAD, ESCOLARIZACION Y AGUA POTABLE.|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f83/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f83/es_def/data/es_r01dpd133208e4b501a542f55eba0a3988a2cabec|http://opendata.euskadi.eus/contenidos/fundacion/f83/r01Index/f83-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f83/opendata/f83.zip
FUNDACIÓN CRISTOBAL BALENCIAGA - CRISTOBAL BALENCIAGA FUNDAZIOA|FUNDACIÓN CRISTOBAL BALENCIAGA - CRISTOBAL BALENCIAGA FUNDAZIOA|F-91|FUNDACIÓN CRISTOBAL BALENCIAGA - CRISTOBAL BALENCIAGA FUNDAZIOA|07/10/1999|20.0|Gipuzkoa|39.0|Getaria|20808.0|PARQUE ALDAMAR, 3|www.fundbalenciaga.com|1.4E-45|1.4E-45|Artículo.- 3º .- "....promover, difundir y potenciar la trascendencia, importancia y relieve que la persona y personalidad del modisto D. Cristobal Balenciaga Eizaguirre, natural de Getaria, ha tenido en el mundo de la moda, concretamente en la alta costura y en el diseño del vestido, como parte importante del arte. (...)."|Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f91/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f91/es_def/data/es_r01dpd13320950aac1a542f55c5b446d4e6ede1ef|http://opendata.euskadi.eus/contenidos/fundacion/f91/r01Index/f91-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f91/opendata/f91.zip
SANTA MARÍA KATEDRALA FUNDAZIOA-FUNDACIÓN CATEDRAL SANTA MARÍA|SANTA MARÍA KATEDRALA FUNDAZIOA-FUNDACIÓN CATEDRAL SANTA MARÍA|F-75|SANTA MARÍA KATEDRALA FUNDAZIOA-FUNDACIÓN CATEDRAL SANTA MARÍA|25/05/1999|1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1001.0|CUCHILLERIA, 95 - 1º|www.catedralvitoria.com|-2.6718965|42.8507|La Fundación tiene por objeto genérico y como fin de interés general posibilitar la consolidación, restauración y rehabilitación integral de la Catedral de Santa María de Vitoria-Gasteiz,así como de su entorno urbano, desarrollando las directrices del plan Director elaborado a tal fin, así como la gestión de los usos de los edificios propiedad de la Fundación anexos a dicha Catedral y la realización de actividades en el ámbito del patrimonio cultural del Territorio Histórico de Álava y la promoción del turismo.Adicionalmente, la Fundación asumirá la gestión no religiosa de la Catedral y su entorno durante la vigencia de la misma.Para el cumplimiento de esos fines, la Fundación desarrollará, dentro de sus medios y de acuerdo a la Memoria y Programas que apruebe anualmente su Patronato, las siguientes actividades, directamente o en colaboración con otras instituciones, públicas o privadas:-Aprobación y desarrollo del Plan Director-Aprobación de los programas, calendarios e intervenciones|Cultura, juventud y deporte|http://opendata.euskadi.eus/catalogo/-/fundacion/santa-maria-katedrala-fundazioa-fundacion-catedral-santa-maria/|http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f75/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f75/es_def/data/es_r01dpd133208604c01a542f55d5165d5e1c08195f|http://opendata.euskadi.eus/contenidos/fundacion/f75/r01Index/f75-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f75/opendata/f75.zip
FUNDACIÓN LASSOA, PARA LA GESTION DE LA INNOVACION EN LA PEQUEÑA Y MEDIANA EMPRESA|FUNDACIÓN LASSOA, PARA LA GESTION DE LA INNOVACION EN LA PEQUEÑA Y MEDIANA EMPRESA|F-80|FUNDACIÓN LASSOA, PARA LA GESTION DE LA INNOVACION EN LA PEQUEÑA Y MEDIANA EMPRESA|09/07/1999|48.0|Bizkaia|20.0|Bilbao|48001.0|ALDA. MAZARREDO, 19 - 6º|www.fundacionlassoa.org|-2.9295096|43.264824|Artículo.- 3.- Tiene por objeto promover y desarrollar la innovación tecnológica, principalmente de la tecnología de gestión en la Pequeña y Mediana Empresa.|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f80/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f80/es_def/data/es_r01dpd133208a879e1a542f5532d61617958c3231|http://opendata.euskadi.eus/contenidos/fundacion/f80/r01Index/f80-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f80/opendata/f80.zip
FUNDACIÓN ALCE-ALCE FUNDAZIOA|FUNDACIÓN ALCE-ALCE FUNDAZIOA|F-82|FUNDACIÓN ALCE-ALCE FUNDAZIOA|17/05/1999|20.0|Gipuzkoa|69.0|Donostia / San Sebastián|20014.0|PASEO FEDERICO GARCÍA LORCA, Nº 9||-1.977554|43.314205||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f82/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f82/es_def/data/es_r01dpd133208d91921a542f55138d65daff8db0b3|http://opendata.euskadi.eus/contenidos/fundacion/f82/r01Index/f82-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f82/opendata/f82.zip
FUNDACIÓN BILBAO 700 - III MILENIUM FUNDAZIOA|FUNDACIÓN BILBAO 700 - III MILENIUM FUNDAZIOA|F-77|FUNDACIÓN BILBAO 700 - III MILENIUM FUNDAZIOA|18/05/1999|48.0|Bizkaia|20.0|Bilbao|48009.0|IPARRAGUIRRE, S/N - EDIFICIO "LA ALHONDIGA"||-2.9369059|43.262135|Artículo 5º .-" ... Tendrá como principal objetivo organizar, coordinar e impulsar todos los acontecimientos propios de la celebración, a partir del aó 2000, del 700 aniversario de la fundación de la Villa de Bilbao, con el objetivo de que la conmemoración sea un acontecimiento social, cultural y económico para Bilbao y todo el País Vasco, contribuyendo activamente a crear para el futuro de los bilbainos un marco de actuación permanente que favorezca el desarrollo en los ámbitos de las ideas y el pensamiento, las bellas artes, la ciencia y la tecnología, las artes del espectáculo, las industrias culturales y las actividades de recreo."|Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f77/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f77/es_def/data/es_r01dpd13320880a3a1a542f55805b18284caa0da0|http://opendata.euskadi.eus/contenidos/fundacion/f77/r01Index/f77-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f77/opendata/f77.zip
